Date,Year,Month,Avg_Temp,Max_Temp,Min_Temp,Rain,Max_Wind,Avg_Wind,Avg_Gust,Sun_Hours,Clouds,Pressure,Snow
2022-06-01,2022,6,24.793333333333333,30.836666666666666,19.613333333333333,97.10000000000001,15.16,7.8100000000000005,35.04333333333333,398.7110666666667,35.93333333333333,1013,0.0
2022-07-01,2022,7,26.1,32.27741935483871,20.60967741935484,43.699999999999996,15.890322580645162,8.619354838709677,36.31935483870968,415.13474722222225,15.612903225806452,1013,0.0
2022-08-01,2022,8,26.206451612903226,32.13225806451613,21.206451612903226,57.8,13.880645161290323,7.5,33.07419354838709,389.45929722222223,29.967741935483872,1013,0.0
2022-09-01,2022,9,20.823333333333334,26.19,16.326666666666668,151.8,14.083333333333334,8.196666666666667,32.690000000000005,339.3158555555556,29.933333333333334,1013,0.0
2022-10-01,2022,10,16.799999999999997,22.793548387096774,12.293548387096774,15.2,11.66451612903226,7.112903225806452,26.980645161290322,296.67058888888886,31.258064516129032,1013,0.0
2022-11-01,2022,11,13.466666666666667,18.10666666666667,9.866666666666667,71.9,13.563333333333333,8.26,30.126666666666665,208.0315861111111,54.8,1013,0.0
2022-12-01,2022,12,9.703225806451613,14.0,6.619354838709677,47.8,11.529032258064515,7.183870967741935,25.461290322580645,184.22344166666667,69.54838709677419,1013,0.0
2023-01-01,2023,1,8.329032258064515,12.625806451612902,5.180645161290323,79.5,17.348387096774193,11.570967741935483,37.99677419354839,222.3579388888889,50.03225806451613,1013,0.07
2023-02-01,2023,2,6.7,12.607142857142858,2.232142857142857,16.4,15.960714285714285,10.453571428571427,35.84285714285714,262.13150833333333,41.5,1013,0.35
2023-03-01,2023,3,10.761290322580646,16.067741935483873,6.209677419354839,56.8,14.964516129032257,9.093548387096773,34.37096774193548,280.7491888888889,56.74193548387097,1013,0.0
2023-04-01,2023,4,13.023333333333333,18.046666666666667,8.6,86.5,16.273333333333333,9.766666666666667,38.10666666666667,319.217625,58.9,1013,1.19
2023-05-01,2023,5,17.641935483870967,22.36774193548387,13.519354838709678,127.1,12.35483870967742,6.567741935483871,31.248387096774195,318.0009416666667,67.70967741935483,1013,0.0
2023-06-01,2023,6,22.89333333333333,28.076666666666664,18.126666666666665,95.4,13.803333333333335,7.746666666666667,33.25,386.04538055555554,51.46666666666667,1013,0.0
2023-07-01,2023,7,28.299999999999997,34.31935483870968,22.280645161290323,13.3,15.687096774193549,9.154838709677419,36.670967741935485,432.8005972222222,9.96774193548387,1013,0.0
2023-08-01,2023,8,27.258064516129032,32.85806451612903,22.093548387096774,25.2,14.612903225806452,8.012903225806452,32.86774193548387,389.0116611111111,19.870967741935484,1013,0.0
2023-09-01,2023,9,22.92,28.633333333333333,18.266666666666666,57.5,12.666666666666666,6.586666666666667,29.873333333333335,310.8497,41.93333333333333,1013,0.0
2023-10-01,2023,10,19.141935483870967,24.861290322580647,14.583870967741936,14.899999999999999,12.564516129032258,7.445161290322581,28.44516129032258,285.411,41.61290322580645,1013,0.0
2023-11-01,2023,11,12.770000000000001,17.836666666666666,8.729999999999999,85.0,16.266666666666666,9.393333333333334,36.94666666666667,214.223825,55.3,1013,1.68
2023-12-01,2023,12,8.26774193548387,13.577419354838709,4.538709677419354,92.8,13.94516129032258,8.780645161290321,30.048387096774192,213.65469166666668,51.935483870967744,1013,0.14
2024-01-01,2024,1,5.903225806451613,11.129032258064516,2.335483870967742,69.3,16.46451612903226,10.46774193548387,36.29354838709677,229.8966888888889,46.38709677419355,1013,12.179999999999998
2024-02-01,2024,2,10.472413793103447,16.089655172413792,5.924137931034483,21.6,13.568965517241379,8.520689655172413,31.689655172413794,251.9779611111111,51.51724137931034,1013,0.0
2024-03-01,2024,3,11.932258064516128,17.041935483870965,7.341935483870968,107.7,13.774193548387096,7.9,32.83548387096774,282.08439166666665,55.45161290322581,1013,0.0
2024-04-01,2024,4,16.9,23.333333333333332,11.31,65.6,14.360000000000001,7.776666666666667,33.54666666666667,346.8400305555556,36.1,1013,0.0
2024-05-01,2024,5,18.958064516129035,24.16774193548387,14.238709677419354,69.7,14.548387096774194,7.470967741935484,35.17741935483871,366.78605833333336,51.935483870967744,1013,0.0
2024-06-01,2024,6,27.486666666666668,33.74333333333333,21.30666666666667,11.2,16.523333333333333,7.739999999999999,39.526666666666664,422.932375,29.533333333333335,1013,0.0
2024-07-01,2024,7,29.051612903225806,35.25806451612903,23.30322580645161,22.2,15.806451612903226,8.22258064516129,37.541935483870965,426.72804444444444,14.516129032258064,1013,0.0
2024-08-01,2024,8,27.70967741935484,33.641935483870974,22.248387096774195,31.3,13.712903225806452,7.161290322580645,32.5,396.54258055555556,17.741935483870968,1013,0.0
2024-09-01,2024,9,21.959999999999997,27.233333333333334,17.459999999999997,58.4,13.166666666666666,7.52,31.256666666666668,324.4742111111111,34.43333333333333,1013,0.0
2024-10-01,2024,10,17.4,23.193548387096776,12.738709677419354,4.2,11.083870967741936,7.087096774193548,25.23225806451613,292.6461888888889,35.67741935483871,1013,0.0
2024-11-01,2024,11,10.026666666666667,15.31,6.053333333333333,83.0,15.183333333333334,9.34,31.816666666666666,206.62070833333334,51.3,1013,0.0
2024-12-01,2024,12,7.719354838709678,11.883870967741935,4.716129032258064,194.2,16.52258064516129,10.764516129032257,35.693548387096776,179.32814166666668,54.935483870967744,1013,4.83
2025-01-01,2025,1,6.341935483870968,11.796774193548387,2.9451612903225803,50.0,9.806451612903226,6.264516129032257,22.0,200.70019444444443,66.0,1013,9.66
2025-02-01,2025,2,6.164285714285714,10.107142857142858,3.039285714285714,27.7,11.964285714285714,6.985714285714286,25.75714285714286,166.07955277777776,71.71428571428571,1013,0.07
2025-03-01,2025,3,11.561290322580644,17.370967741935484,6.583870967741936,98.7,11.97741935483871,6.041935483870968,28.04516129032258,276.5125805555556,54.54838709677419,1013,0.0
2025-04-01,2025,4,13.486666666666668,18.84333333333333,8.706666666666667,75.5,13.826666666666666,7.096666666666667,31.64,329.49903333333333,53.36666666666667,1013,4.06
2025-05-01,2025,5,18.206451612903226,23.39032258064516,13.119354838709677,125.2,16.025806451612905,9.003225806451614,35.45483870967742,363.40989444444443,49.0,1013,0.0
2025-06-01,2025,6,26.373333333333335,32.45333333333333,19.683333333333334,4.2,14.770000000000001,7.92,32.72,434.37506666666667,12.1,1013,0.0
2025-07-01,2025,7,28.661290322580644,34.62903225806452,22.606451612903225,65.9,16.287096774193547,8.748387096774193,36.038709677419355,427.38432222222224,9.612903225806452,1013,0.0
2025-08-01,2025,8,25.51290322580645,31.093548387096774,20.17096774193548,40.4,13.393548387096773,7.048387096774194,30.574193548387097,395.8512333333333,18.677419354838708,1013,0.0
2025-09-01,2025,9,23.026666666666664,28.66,17.91,13.399999999999999,13.03,7.19,29.603333333333335,327.6764583333333,28.0,1013,0.0
2025-10-01,2025,10,14.958064516129031,19.87741935483871,11.245161290322581,96.1,15.470967741935485,9.638709677419355,33.87419354838709,257.3891527777778,51.87096774193548,1013,0.0
2025-11-01,2025,11,12.879999999999999,17.756666666666668,9.453333333333335,185.2,11.93,6.703333333333333,26.38,205.02174166666666,62.233333333333334,1013,0.0
2025-12-01,2025,12,9.87857142857143,14.4,6.942857142857143,101.5,14.25,9.307142857142859,31.035714285714285,93.35919166666667,52.92857142857143,1013,0.0
2026-01-01,2026,1,5.793656517094018,10.793656517094016,0.7936565170940173,83.5,,,,121.10569722222222,61.457665598290596,1013,0.0
2026-02-01,2026,2,9.767857142857142,14.767857142857142,4.767857142857143,87.2,,,,182.5604277777778,67.125,1013,0.0
2026-03-01,2026,3,9.989855072463769,14.989855072463767,4.989855072463769,2.9000000000000004,,,,219.36031944444443,50.80797101449275,1013,0.0
